label;cim;poem
csokonai;Bácsmegyei leveleire; Ah, midőn táromba látom Ezt a kedves könyvemet, Egy leánykám s egy barátom Sorsa vérzi szívemet.  Mindenik jó volt erántam Az szerelmes, ez barát. Óh be szívepedve szántam Fátumok gyászos sorát!  Egy barát és egy szerelmes Sínlik a rabláncokon: Szállj le s enyhíts, óh kegyelmes Isten! e bús sorsokon!  Óh, ha még egyszer lehetne Látni lelkem angyalit! Mert ki az, ki nem szeretne Egy jó barátot, s Lilit. 
csokonai;Bakhushoz; Kar  Évoé! Bakhe, évan, évoé! Évoé! Bakhe, tőltsd lelkünket bé! Itt van a zúzos december: Bor van-é? Bort igyon ma minden ember: Évoé!  Egyes  Idvez légy Bakhe, áldott istenség! Hol te mégy, Vígad ott a főld s az ég. Szívünk úgy felrajzik véled, Mint a méh Életünk csak tőled éled: Évoé!  Kar  Évoé! Bakhe, évan, évoé! Évoé! Bakhe, tőltsd lelkünket bé! Itt van a zúzos december: Bor van-é? Bort igyon ma minden ember: Évoé!  Egyes  A mazúr Általad gazdag lehet. S mint az úr, Szarvat és szemet vehet. A bolond észt lél a borba, S úgy lesz bőlcs: Tőlts tehát bort e csuporba, Tőlts, tőlts, tőlts!  Kar  Évoé! Bakhe, évan, évoé! Évoé! Bakhe, tőltsd lelkünket bé! Itt van a zúzos december: Bor van-é? Bort igyon ma minden ember: Évoé!  Egyes  Általad A barátság lelkesűl: Általad Sok harag lecsendesűl. Boldog, és azon nem űlhet Semmi baj, Aki véled egyesűlhet. Haj, haj, haj!  Kar  Évoé! Bakhe, évan, évoé! Évoé! Bakhe, tőltsd lelkünket bé! Itt van a zúzos december: Bor van-é? Bort igyon ma minden ember: Évoé!  Egyes  Csak te vagy Szíveinknek mindene: El ne hagyj, Óh, örömnek Istene! Meghalunk de semmi gond az Fére bú! Aki búsúl, mind bolond az, Hú, hú, hú!  Kar  Évoé! Bakhe, évan, évoé! Évoé! Bakhe, tőltsd lelkünket bé! Itt van a zúzos december: Bor van-é? Bort igyon ma minden ember: Évoé!  Egyes  Tőled ég Ámor édes lángja is Tőled még Felhevűl a lomha is. Csak te tartod friss melegben A gyomort: Bort igyunk hát íly hidegben, Bort, bort, bort!  Kar  Évoé! Bakhe, évan, évoé! Évoé! Bakhe, tőltsd lelkünket bé! Itt van a zúzos december: Bor van-é? Bort igyon ma minden ember: Évoé!  Egyes  Soknak kárt Tészen a bor: szentigaz. Soknak árt A tivornya: semmi az. Fére most az étikával: Nincs itt pap. Táncra víg kompániával. Hap, hap, hap!  Kar  Évoé! Bakhe, évan, évoé! Évoé! Bakhe, tőltsd lelkünket bé! Itt van a zúzos december: Bor van-é? Bort igyon ma minden ember: Évoé! 
csokonai;Baráti búcsúvétel; Már hát külön választ a végzés bennünket, Megosztja egymáshoz forradott szívünket. E kötéssel eggyé azért kellett lennünk, Hogy annál keserűbb búcsút kelljen vennünk. Hát amit annyi sok esztendő érlele, Most vész el, s nem lehet már most élni vele? Óh, gyászos végezés irtóztató pontja, Mely két szerető szív frigyeit felbontja, S így a legkedvesebb vagyonunktól megfoszt, Mikor két barátot kegyetlenűl megoszt. Barátság, barátság, óh édes nevezet, Melyre sohajtással sok szív emlékezett, Be gyakran méreggel van mézed keverve, Bontván örömünket szívünk új keserve. Véltem, hogy egymástól hóltig el nem válunk, Megoszlatónk lehet csupán csak halálunk: De lám, más lappangott, lám, a fatum alatt, Amely most közöttünk vont örökös falat. Különválunk tehát egymástól egészen, De lelkünk tovább is egymás mellett lészen. Bár én nyomorogjam Spitzberg havassain, Te járkálj a festett hottentót partjain, Én Amerikán túl vonjam magam hátra, Téged tartóztasson a forró Sumátra, Az én estvém légyen tenéked reggeled, Mégis együtt élek s együtt halok veled. Mostan kedves képed utóljára látom, Ah, már isten hozzád, szerelmes barátom. Hozzád ez utólsó szó rebeg ki számon, Légy te hív Pithias, leszek én hív Dámon. 
csokonai;Barátomhoz; Parnassz vadon hegyénél, Kasztál folyása mellett, Vagy Tempe puszta vőlgyén, Múzsákat, óh barátom, Hiába fogsz keresni. - A régi durva múzsák És a paraszt Apolló Lakhattak oly vidéket.  De ma már nagyobb örömmel Múlatnak ők Tokajban, Az észhozó Tokajban S nektárral élnek ottan. 
csokonai;Barátomnak; Ilyen dorgálást, barátom, Tőled már sokszor hallék, Hogy magam miért bocsátom Úgy el, bár vidor valék? Mért vagyok most olyan gyáva, Aki másszor, mint egy páva Voltam a felőltözött Víg gavallérok között?  Azt is hányod a szememre, Hogy most bús, komor vagyok, És hogy már ifjú létemre Mindenemmel felhagyok, Én, ki másszor a lyánykákat És egész kompániákat Kedveltetni jól tudám. - Úgy van: Lillát bírtam ám.  Most pedig már bús kedvébe Szívem csak szomorkodik, Őltözöm csak neglizsébe, Két orcám halványodik Nem kedvellek társaságot, Sem leányt, sem cifraságot. - Úgy van: Lillát fájlalom. - - Óh te, eltűnt angyalom! 
csokonai;Belgrádra; Szerencsétlen Belgrád! óh, meddig tántorogsz, Egy kézről másikra vajjon meddig forogsz? Állj meg örökösen s pihenj utóljára E két fél szomszédnak állandó nyugtára! Véren épűlt város! vérrel meddig hízol, Magosan felépűlt váradba míg bízol? A Duna és Száva tégedet szolgálnak, Szervia és hazánk hegyei strázsálnak. Te voltál és te vagy kúlcsa országunknak: Tartsd tehát magadat a mi városunknak. Ne légy tolvajkulcsa a vad pogányságnak, Mely mindég rablója volt Magyarországnak. Változó holdodnak, amely most lemégyen, Kívánom, utolsó fertályja e' légyen! 
csokonai;A fekete pecsét; Gyász pecsétje kedvesemnek! Fejtsd ki végre, mit hozál? Mit jelentesz bús fejemnek? Élet-é ez, vagy halál? Óh egek, Rettegek!  Rettegek - tán rózsaszálát Gyötri nagy szívbéli kín - Tán keservét - tán halálát Jegyzi e halotti szín - Tán ma már Sírba vár.  Sírba vár! vagy mást szeretvén, Szíviből engem kivét, S engem így halálra vetvén, Azt jelenti e pecsét. Helyes ok, Meghalok.  Meg - de míg a sírba szállok, Nyílj meg, óh gyászos levél! Tán csak egy szót is találok, Melyre szívem még megél. Tán halált Nem kiált...  Nem kiált! Ah, megkövetlek, Szép levél. Csal a pecsét. Már ez egy szó is: szeretlek! Visszaadja a becsét. Már ez, óh, Égi szó!  Drága szó ez, szép levelke! Már ezért csókollak ám: Mert tevéled Lilla lelke Új napot deríte rám, Szép levél! Szívem él.  [Szívem él! örökre mondok Bánatimnak adiőt, Jer, Juliskám, félre gondok, Kedvel engem, én is őt. Már enyim Szép Julim!] 
csokonai;Borbély granáriumára; A XVIII-adik száznak Ősze utólsó végén Lett rakása e magháznak Borbély Sándor kőltségén. 1800. december 
csokonai;Broughton religiói lexiconára; Minden munkák között azok a szótárok, Melyeknek szélesen kiterjedt határok. De minden szótárok között nem azok-é A tágasok, melyek a sok vallásoké? Oly feljárhatatlan ezeknek mezeje, Hogy nem elég arra egy ember ideje. Csak istent a népek amennyit tisztelnek, Ezeknek számával sok tómusok telnek. Csak a görög s deák isteneknek szabott Banier apátúr tizenkét darabot, Jablonskinak pedig az egyiptombeli Istenekkel három könyve vagyon teli. A sok szertartások, papok és templomok Számával telnének minden laistromok. Erős vállok terhe Hospinian maga, Pedig ennek csak egy ösvényén ballag a'. Hát még ha mindezen szét akarnál menni, Mennyi sok kőltséget s útat kéne tenni? Egy bőlcs útmutatód légyen azért ebben, Ki vezessen a szebb úton s rövidebben. Kérded, a rövidebb vagy szebb útat járd-é? Az a Koecher úta, e' meg a Picardé. A' német kalaúz, e' pedig francia, Ez a szép, a rövid útat keresi a', Amaz követőjét hamar átvezeti, Ezt elhagyja, amazt csak távól nézeti. De ez minden részét rendre megmutatja S társát sok gyönyörű dolgokkal múlatja. Itt van mind a rövid, mind a szebbik róna Melyiken indúljon, áll az utazón a'. De az én tanácsom egy jobb módot választ: Megmondom: adj elébb kérdésemre választ: Öszve nem járhatod a széles környéket, Szeretnél azonban látni egy vidéket Ha Picard után mégy, tán el sem érsz oda, Koecher pedig azt sem mondja meg, micsoda: Szeretnél-é azért olyan mesterséget, Mely egyszerre arra helyre vinne téged? Hogy a többek között az én babonám a Mogolhoz ragadna, hol lakik a láma. Így sok fáradságot s munkát megnyerhetnél: Mégis kívánt helyed partjára érhetnél. Látom, hogy ez néked igen kedves lenne, Semmi boszorkányság ha nem lenne benne. Ez a hajnal sebes szárnyát nem kívánja, Maradhat Medea repűlő sárkányja, Nem kell Triptolemus nyargaló hintója, Dédalus a szárnyát másnak viaszolja Nem szükség evégre semmi nagy babona, Aki ezt mind véghez viheti, Broughton a'. Ő mindjárt, ahová mondod, oda viszen, Akár szárazon kell menni, akár vizen. A hottentottákat akarod-é látni, Isteneket miként szokták ők imádni? Kövesd őtet: elvisz Afrika végére Ügyet sem kell vetni a többi részére. De azt mondod: Hát az oly Mercuriusért Mit adjak én, akit csak az egy anglus ért? Értik ezt a francok, értik a németek, Értik ezt majd minden csínosabb nemzetek. Ha egyet sem értesz, ne félj, megjelenti Magyar hangon minden titkait Mindszenti. Sőt Broughtonnál jelent neked még többet ő, Többet mond a tolmács, mintsem a vezető. Áldjad tehát annak nevét, magyar nemzet! Kit hazád nyelvednek Ily díszére nemzett. Ha (akit hamar elvitt az irígy halál) Péczelihez csaknem háládatlan valál: Mutasd szívességed annak megmaradott Barátjához, aki érted így fáradott. Ne légy a legnagyobb elmékhez mostoha, Kiket bé nem fog a halandóság moha. Állíts inkább nékik gyémánt oszlopokat: Hogy látván a késő maradék azokat, Hullasson felettök örömkönny záporát, Áldván a közhasznú hazafiak porát. 
csokonai;Búcsú a magyar múzsáktól; Múzsák, akik eddig olyan jók valátok, Hogy körűltem nyájas színnel mosolygátok Jó szívű, de kicsinyt használó barátok, Kecsegtető Múzsák! már Isten hozzátok!  Ti ugyan adtatok sok olyan napokat, Melyeken tőltöttem víg múlatságokat De ha meggondolom ama sok bajokat, Néktek köszönhetem egyedűl azokat.  Vagy ti már nem vagytok ma olyan kedvesek, Vagy az én énekim néktek nem ízesek: Elég, hogy nem vesznek fel is a pénzesek, Azért bizony már én más dolgot keresek.  Szeret, azt megvallom, szeret szívem kénye, De nem vágyok lenni az ország szegénye... Mit ér az embernek, ha van is reménye, S azonba üressel tele az erszénye?  Tusculanum s Tibur szűlik a lelkeket, S ha Caesar s Maecenas dajkálják ezeket Különben nem lehet várni oly remeket, Mely közel érhesse Virgilt s több ilyeket.  Kimegy ám a főből minden cadentia, Ha üres erszénnyel ír az emberfia, S ha még azt sem kérdik, hogy van-e gázsija, Csak szorúljon öszve a jó bagária.  Mit ér örökös hírt nyerni Iliással, S falunként élődni tudós koldúlással? Ha nem kérkedhetni semmi Maecenással: Jó éjtszakát, múzsák, Fébussal s Palással!  Igaz, hogy nagy becse lehet egy babérnak, Mely örök életet szerzett volt Homérnak: De csakugyan úgy jó lenni ám Voltérnak, Ha néznek ferneyi úrnak s gavallérnak.  Vagy pedig, ha sok úr, módja lévén benne, A múzsáknak szíves áldozatot tenne, Melyből a poéta egy kevés részt venne: De nálunk ez a szám még nem sokra menne.  Más népek közt feles példákat találok, Hogy mind a királyok, pápák s kardinálok, Mind a pénzes urak annyit adtak nálok, Amennyit nálunk sem visznek el a bálok.  De minthogy ez nálunk ausländisch portéka, Hogy a poétának légyen ajándéka: Sok szegény legénynek megcsökken szándéka, S közfényű gyertyáját elrejti a véka.  Magam is ezután tivéletek tartok, Kik élni és nemcsak verselni akartok, Verbőczihez megyek: ti tán meg nem martok, Kik a törvényléből moslékot habartok.  Te pedig, poézis! az egek munkája, Apollónak mézes szájú leánykája, Te, a szegénységnek anyja és dajkája, Élj vígan, elszakaszt Verbőczi pennája.  Minden írásimat, melyek megmaradtak S szűk erszényem miatt közfényt nem láthattak, Maecenasokra is eddig nem akadtak, Akik talán nálunk mind sírba rakattak,  Bízom az érdemes késő maradékra, Mely több szívességgel néz a jó szándékra, Vagy pedig nem hajtván semmi tartalékra, Pipára raggatom és vajas fazékra. 
csokonai;Búcsúvétel; Vitéz  Mégyek már. Engedd meg, kedves kincsem, Hogy megváló csókom szádra hintsem. Jaj be fájlalom, Kedves angyalom! Hogy midőn boldoggá kezdtem lenni, El kell menni.  Lilla  Akkor indúlsz hát el, csalfa lélek! Amidőn már én csak néked élek? Bírod szívemet S itt hagysz engemet: Ah, nem érdemel meg egy íly hívet A te szíved.  Vitéz  Szívemet ne vádold, jól esmérted, Most is hév tüzekkel ég ez érted. - A sors kísztet el Vas törvényivel: Ámde semmi tőled el nem választ, Adj jobb választ.  Lilla  Minden válasz erre megy ki nálom, Hogy, ha elmégy, nyugtom nem találom. Hát, ha hívem vagy, Mellettem maradj, Kőlcsönös részt vévén víg napomban S bánatomban.  Vitéz  Err' az útra is csak érted mégyek, Hogy mind a kettőnknek hasznot tégyek Mert egy nyomban jár A mi sorsunk már. Hát szemed ne légyen olyan nedves Érte, kedves!  Lilla  Megnyugszom mert tiszta szíved látom, Hordjon a szerencse, hű barátom! És e csók maga Légyen záloga, Hogy szerelmem néked felfogadtam, Általadtam.  Vitéz Kérlek, míg öledbe visszatérek... Lilla Értem - Én is tőled mást nem kérek. Vitéz Angyalom, szeress! Lilla Kincsem, meg ne vess! Együtt  Mert lelkem csupán tetőled éled. Isten véled! 
csokonai;Búcsúzás egy lyánkától; Virágozzál, szép rózsaszál, Jó szüléid kertébe! S kikeletkor plántáltassál Egy jó ifjú ölébe. Teremj édes magzatokat, Tőlts sok vídám tavaszokat, Végre a mennyországba Élj hervadatlanságba.  És ha majd e pacsirtának , Ki most nálad énekel, Tavasszal a kék Tiszának Partjain túl menni kell:  Emlékezz rá jó szívedből, Ejts egy sóhajtást mellyedből, És az, mint rózsaillat, A szellőn házamig hat. 1802. február 12. 
csokonai;Búcsúzik az atya a leányától; A magzatok közzűl, akiket nemzettem, Már hát nem marad meg egyik is mellettem? Az ékes virágok, melyek kedveltettek, Szánakozás nélkűl rólam letépettek. A kedves gyümőlcsök, kikkel ékeskedtem, Ha leszakasztattak, minek is termettem. Micsodás erőszak, óh, ki nem mondhatni! A természet láncát ekként elszaggatni. E szerencsétlenség pedig nem mostani! Kezdett már ez engem tavaly hervasztani. De megmaradt akkor még egy ékességem, Amelyben találtam volt gyönyörűségem. Most van az az iső, mely mezítelenűl Hágy egészen s mások előtt kelletlenűl. De nem bánom, légyek mindentől megfosztva, Legyen ékességem kettő közt megosztva. Függjenek gyenge fán a gyenge virágok, Nem vén fához valók a fiatal ágok. Mert minthogy a vénség miatt erőtelen, Azokkal sokáig bírni elégtelen. Jobb, megvallom, hogy oly fákba óltassanak, Melyeken sokáig megmaradhassanak. Amelyek tarthassák mindég nedvességgel, Hogy virágozzanak díszes kedvességgel. 
csokonai;Bús hánykódások; Bús szívem szomorog, Ezerfelé tántorog, Szegény fejem nyomorog, Sok gondolatban forog. Mert ezer baj, meg három, Akármerre eljárom, Akár jobbra gondolom, Akár balra fontolom Jó végemet, Életemet, Soha nem várom. 
csokonai;Chloé Dafnishoz; Menjetek, kis szellők! menjetek, Lelkem is Dafnishoz megy veletek, Mondjátok: hogy Chloé már hevűl, A Dafnis tüzétől ég merevűl. A szerelem szívem rejtekibe dong, A keserű-édes mézbe zsibong, Melyet szád rózsáiról szedett Ah! kár! hogy fúlánkkal mérgesedett! Tele már szerelemrajjal mellyem, Sok ezer fiait hogy neveljem? - De hogy elaltassam sok fiát, Jer, Dafnis! hints rájok ambróziát: Csókjaid harmatján mind elűl, Lassan zsibongó álomba merűl. - Így emelem vígan fel karomat Így ölelem kedves Dafnisomat Így lelkedbe ontom lelkemet, Életedbe öntöm éltemet Hadd nyíljon ága száz új bimbókkal, Pirúljon muskatály ízű csókkal: Majd közte az öszvenőtt ágaknak Fészket a szerelmek madarai raknak. 
csokonai;Cigány; Mikor Prometheus a megkészíttetett Sárból kigyúrta az emberi nemzetet, Egy estve a vidám mű-látó istenek Vacsorára az ő házához mentenek. Mikor már keresztet tettek sok kancsóra, Műhelyébe mentek ők konkokcióra, S ottan nézegetvén a kész embereket, Csudálták isteni formájú képeket. Hát egyszer eszébe a' jut egy istennek, Hogy egy tréfás mását kék csinálni ennek, Ráhagyja az egész kompánia, s végre Körömhegyig isznak nagyobb erősségre. Mindenik elkezdi a vizes sárt gyúrni, Az elkészült masszát egy halmazba túrni. Először is Vulkán a képit megmássza, Mindenütt ott marad szurtos kulimássza, Melyet hogy megköpött Vénus útálással, Két szem fejérlett ki csalfa vigyorgással Kezét Merkurius frissebbre drótozta, S enyves tolvajírral öszvefirnácozta Apollo behinté hegedűgyantával, S éjszakákat győző kanaforiával. Mikor elkészűltek benne a tetemek, A patkán állott már ez a dicső remek: Prometheus lélek felől gondolkozott, Egy nagy csomó lélek-fótot előhozott, De ki igen vastag, ki meg igen lenge, Ki igen durva volt, ki meg igen gyenge. De mind cikkelyenként mégis öszveszedte S eképp a setétbe öszveőtögette Végre megbéllelte a majom lelkével, Egy végből hasított vékony velezzével. Azért oly találós, azért tud követni, Azért nem tud soká egy helyben űlhetni, Azért lett kenyere világon jártába A fódozni való serpenyő s eszkába, Azért henyélkedik teljes életében A szurtos gráciák condor kebelében, Azért van, hogy néki legédesb nyúgalom A hajnalig pengő hegedű s cimbalom, Azért tudta vinni a lopást annyira, Azért ragad minden enyves újjaira, Azért tud másoknak jövendőt, mostani Állapotjok felől szerencsét mondani, Ezért kedves munka a tapasztás nála, Mert néki is első lételt e' csinála. Éppen ott sétál egy: én, ha ily mazúrnak Nem látnám, itélném egy szárnyas Merkurnak, Megszólítom: megállj! Nem felel rá, hahó! Nem addig van ám a', fekete Fárahó, Most már elsietek, utána futtatok, Róla hát többet nem historizálhatok. 
csokonai;Csetneki pergő; azaz olyan versek, melyekben a mostani kályhás mestereknek nagyapjok s egyszersmind tulajdonságaik feleségeikkel együtt világosan lerajzoltatnak. Írta a maga nemzetének hasznára, oláh nyelven, Gere József, mostan pedig a hazai törvényt tanúló ifjaknak kérésére néhány lutheránus auctorokból, u. m. Plautusból, Terentiusból és másokból kétannyi bővítéssel magyar nyelven kiadta ns. Domonkos Major László, a nyersi prédiumban compossessor a leányágon. Írtam Mokcsában, lúd-ólamban, 7-ber egyedik napján, azon esztendőben, melyben Tarpán a rőt kutyát megsajtolták.  Approbatio  Hanc pergöm cum rázogatnarem, nihil in ea cum VII. conciliorum decretis et Pariz Papai dictionario discrepantem deprehendavi quare ut in hanc mundum veniatur dignum existimavi. Dadavi in Puszta Hoportyán 15. 7-ber 1802.  Lad. Cseresnyes Censurator librorum.   *   Négy mestert esmertem széles e világon, Kettőt Ugocsában, kettőt a Kúnságon. Mondják, voltak ezek, de hamar meghóltak, Mag nélkűl a Styxhez már el is patkóltak. Hanem Szamár Pálnak maradt két magzatja, Ezen járt Bálám is, a próféta atyja. Ezektől származtak a kályhás mesterek, Amint megmutatja fülök és termetek. Rá is ütöttek ők igazán apjokra, Ha nem hiszed, kérlek, vigyázz a szavokra. Úgy ordítnak ezek nagyapjok módjára, Hogy a kőtemplom is megrendűl jobbára. Az öreg asszony is szamarát siratja, Mikor a mestere szavát meghallhatja. Hát még a fülöket ha jól megvizsgálod, Hosszúnak, vastagnak, szőrösnek találod. Ha a kótát erős hangon fújdogatja, Mint szamár, két fülét éppen úgy mozgatja. A fejek is olyan, mint volt Szamár Pálnak, Most is szamár-módra fekszenek és állnak. Csak ebben különböz szamár nagyapjátúl, Hogy nincs legyezője, mint amannak hátúl. Tulajdonságokat ha belűl túrkálom, Restnek, ostobának, tunyának találom. Ha van köztök olyan, kit jól mozgat a vér, Ez nem csupa szamár, hanem lehet öszvér. Ha napjában kétszer megyen a templomba, Ezt is csap napszámból cselekszi potomba. Napközbe a cserét veszi a nyakába, Vagy komjával búvik a pince lyukába. Ottan isznak szinte félholtra éjfélig, Míg a tele hordó kong már éppen félig. E' bodnár lócsiszár, amaz kerékgyártó, Ez hársszéket csinál, amaz gyertyamártó. Ez halász, a' pedig urával agarász. Ez ha kancát talál, mint mén úgy nyiharász. A vénje közűlök az urak csatlósa, Az ifja szüretkor a szőllőt tapossa. Némelyik cérnára fűzi a kopókat, Amaz a vásárra hajtja a tinókat. Egyik csizmadia, másik esztergályos, Az oskolára szánt óra egy-fertályos. Már ha egyszer bemegy egy nap classisába, Az elég, mert mindjárt hívják a konyhába, Hogy süssön malacot az urak számára, Vagy a konyhán egyet üssön a kutyára. Semmi gondja nincsen otthol skólájára, Ha lova van, inkább vigyáz a lovára. Vagy hogy az uraknál dícséretet nyerjen, Néha pedig, hogy még kasszát is seperjen. Most pagát vagy két szem van a figyelembe, Vagy az ostáblánál űldögélnek szembe. Ezzel a menéssel mest' uram megtére, Így már pallérozott a Szamár Pál névre. A gyermekek tökön maradnak azomba, Jármiba, Kocsordon, Rásomba és Somba. Ezek többnyire mind papmaró farkasok, Ki is telik tőlök, mert igen ordasok. Ha olykor borozik a bíró komjával, Papját sértegeti átkozott fogával. Irígyli a papnak ha van valamije, Azért is mocskolja, ha nincsen semmije. Azt akarná Balás, olyan becsűleti Volna, mint a pápák kettős tiszteleti. Ha azt a szent könyvbűl ugyan nem tudjátok, Hogy Bálám prófétát hordozta apátok. Ha akkor engedett neki az apátok, Hát ti, vemhék, hozzánk oly rosszak volnátok? Bálám a szamarát jól meg is döngette, Hogy magát alatta hasára fektette. Még ma is megmaradt az a relatio, Mert pap és szamár közt nagy a distinctio. És ha most ellhetne a fekete Bari, Így hajtna titeket: Ari, cofel, ari. Tudatlanságtokat hát ha fontba vetem, Oly vastag, hogy magam rajta elnevetem. Ha a gyermek mondja Ámen, Miatyánk, sat., Így korrigáljátok: nem úgy te, hanem sát. Sok köztetek még a vallását sem tudja, Mégis magát derék embernek hazudja, S ha egy-két prediktet el tud kiabálni, Már hiszi, hogy papnak fogják invitálni. A Hiszek egy Istent úgy hiszik merda Tóth, Hogy Pilátus írta aki tiszttartó vólt. Sőt a Miatyánkról azt hiszik Lónyában, Hogy azt Ésaiás írta volt Hágában. A Decalogusról Barján is akként szólt József császár előtt, hogy az sohasem vólt. Hanem ő vette azt először ususba, Ő is adatta ki Lagmacon typusba. Domján Gergely azt elhitette magával, A Graduált írta Mózes Déborával. Egy catechesist is mutat a házánál, Melyet Holofernes írt vala Várnánál. Futó protestánsnak Cicerót állítja, Ebből a prediktet most is írogatja. Héti könyörgését Phaedrusból csinálta, Mert hiszi, hogy Esdrás azt coramisálta. Zeher Leviathánt a Lévi fiának Hiszi, Behemótot a Bálám atyjának. A nagy cethalat is gondolja városnak, Canis calcariást Párizsba vámosnak. Négy evangelisták közűl egynek mondja Struccmadarat, melynek fiára nincs gondja. Szabó Mózes is azt állítja valóba, Hogy a Fiastyúkot látta Petrahóba. S azt mondja, hogy már a Göncöl szekeréből Lehullt a marokvas a két tengelyéről. Kőszegi a holdban Dávidot képzeli Hegedűlni, azért ő is azt míveli. Ivots Éden kertét hiszi auctornak, Baruchot Miskolcon legelső kántornak. Azt tartja Nagy Laci hit ágazatjának, Júdás kommendánsa volt Belgrád várának. Jóbról is azt hiszi, hogy ez a szent író Arábiában volt első szolgabíró. Beírták a Nyírbe azt is a Credóba, Hogy a feltámadás kezdődik Kállóba. Úgy hiszik Ungvárba, Borsodba, Tornába, Hogy egy ugrást eljárt szent Tamás Kánába. Hámánról azt hiszik Szatmár vármegyébe: Scholarum director volt Gósen főldébe. Azt állítja Gömör, Zemplén Ugocsával, Hogy Kám a vásárra járt makrapipával. Az ér Duna mellett lakozó fráterek, Erősen állítják a kályhás mesterek, Hogy ama nagyhírű két conciliumok Mikor öszvegyűltek, e' volt a plánumok, Hogy jól megmérjék az efézusi határt, Hogy a pap és mester, kántor ne valljon kárt. Bihar ezt bevette hit formulájába, Farahó professzor volt volna Lejdába. Sőt az is megtörtént Bereg vármegyébe, Hogy egynek fia lett s azon hevenyébe Az ott levő pappal megkereszteltette, Mathesisről keresztnevén neveztette, Mert ő azt gondolta, hogy Máté nevétől Jön ki a Mathesis, mint ág gyökerétől És így ha cátéból lehet Catechesis, Miért ne Mátéból szinte úgy Mathesis. Hát tovább őkemék tudnak-é deákúl, Ők a deák szókat forgatják fonákúl. Mikor Ivo napján Tarpán öszvegyűlnek, A szilvoricától jól nékihevűlnek: Akkor a Pyritest egyik conjugálja, Másik casusokra amo-t declinálja. Bibo perfectumát egyik mondja: bibsi  Másik corrigálja s azt mondja bibibsi . Ezen deák szókat: Salmonem, capite . A madai mester így kikerekíté: A Salamon zsidót mindjárt megfogjátok, Adós árendával fogságba tartsátok. A berceli mester pedig ezt a verset Magyarúl kitévén, mondott ilyen nyerset: Talia cantantur fumoso mense Decembri . Így énekelnek a füstös Debrecenbe. Pányokba nézd fejét a füstös fickónak, Már azt béfogadnák bízvást rudas lónak. Téged a természet formált kauklernek, Ugyan hát mért álltál te mégis mesternek? Nincs nagyobb imposztor három vármegyébe Nálad, ezt úgy tartják nálunk Kemecsébe. Csizmadia volt rég Enyedi, de hitvány Csengertótfaluba mester, nincs tanítvány. Az öreg Szilágyi a nagy Krokodilust Prófétának tartja, mely lakja a Nilust. Mondja, Jób írta a kalendáriumot, Pápaszemen nézte a gönci templomot. Nagypénteket kérdik a hallgatók Lökön, Melyik napon lészen? felel: csütörtökön. Ilyenek, látjátok, a kályhás mesterek, Ugyan hogy tanúlna ezektől a gyerek? Az ilyen gyermekből lész a rossz hallgató, Tolvaj, káromkodó, végre gyújtogató. Mikor vallásokra őket nem tanítják, Kézenfogva ekként pokolra taszítják. Currenst hozzatok már, mert sokat írtanak, Hogy tanúlgassanak, mást is tanítsanak. De mint a cigánynak, úgy nékik sem használ, Amit belőlről a hosszú levél diktál: Hanem csak úgy élnek, mint kasba a here, Ezt bizonyítja Lak, Dombrád és Szemere. Igazán mondja hát Igrici, Szalonna: Nem lesz a kutyából soha is szalonna. Feljebb is u. m. a Csákvári kolompban titulált Kedves Komám Asszony!  Meg sem gondoltam, hogy ezen Csetneki-Pergőm ilyen hamar elkészűljön de minthogy reménységemen kívűl egy legényem akadt, Paskulidesz Mihály őkigyelmével hozzáfogtam, elkészítettem nagy üggyel-bajjal ugyan, mert az auctorokban előfordúlt görög és arabia szókkal sok bajunk volt. Vegye hát kedvesen, Drága Komám Asszony, és adjon helyt neki,......... ott, ahol a nap nem süt. Több munkám is van készűlőfélben, a többek közt egy munkám Csengetyű név alatt, mely is az úri asszonyokat fogja kicsengetni. Ezzel maradok Mokcsán 7-ber Egyed-igyad napján, szokott tisztelet mellett, a Kiadó 
csokonai;A feléledt pásztor; Thyrsis  Amott, hol a nyájas patak Köveccsin játszadoz, Laurám a zőld fűzfák alatt A vőlgybe szunnyadoz, Én addig e kopár kövön Panaszlok, jajgatok S a déli nagy hévség alatt Miatta bágyadok. Én kértem úntalan Szívét de hasztalan. Te jőjj most, gyenge szellet! S lengvén hajfürtje mellett, Súgd néki ezt, hogy Thyrsise Végsőt lehellett.  Laura  Megállj, haldokló pásztorom, Tartóztasd lelkedet! Tartóztasd! óh, mert lelkem is Lelkedre éledett. Altomba éppen, édesem, Terólad álmodám, Midőn Zefir keservesen Nyögvén fuvalla rám.  Ez a szintén megholt Zefirke lelked volt, Amelyre Ámor űle, S mellyembe bérepüle Addig csikolt, hogy szívem is Reád hevűle. 
