label;cim;poem
dsida;Laterna magica; Az alkony lassan hűvös-kékbe sápadt s kék úton jártam ődöngőn, magamban. Kezemre néztem: hamvas, túlvilági kékség imbolygott bőröm bársonyán is. Sötétbe mentem, mind nagyobb sötétbe. Aranycselló mély húrjain zenélt a végtelen magány. Akkor megálltam kinyújtott karral, mint világtalan kéregető s utánad tapogattam. Milyen voltál és milyen volt a hangod? hogyan néztél rám és hogyan szerettél? - jaj, elfeledtem. Csak az éjszaka meredt felém a térben és időben, csak tücskök szóltak fekete mezőn és hajladozó nyárfák sugdosódtak. ...Egyszerre fény gyúlt és a messzi égre, mint nagy vászonra berregő motor, zúgó, öles nyalábbal vetítette tünődő lelkem - lassú reszketéssel - lehúnyt pillájú, alvó arcodat... 
dsida;Légy már legenda; Pihenj le békén, sorsodat tedd irgalmasabb kezekbe,  rosszra ne gondolj, szívedben a penge megáll rezegve.  Figyelj, fiacskám, Sokrates, Dante, minden szellem itt áll  s édes a Léthe, mindennél édesebb, amit csak ittál.  Fehér madonnád - érdemes volt idetévedni érte -  utánad röppen s a Védánál utolér, - megígérte.  Szólni szeretnél - ne fáraszd már magad, szépen feledd el,  légy már legenda, szelíd, világító, okos fejeddel -  megnőtt szemedből csillagok jele csillan mostanában.  Fellegeken lépsz, rezgő fényben, rezedák illatában. 
dsida;Legyen áldott; Legyen áldott a bánatosan forgó, kevés jót adó világ s benne az apró emberhangyák nyüzsgő céljaikkal. A folyókban legyen sok a hal, az erdőkben a vad s találják meg mások helyettem az élet békességét. Legyenek áldottak a nők, akik a szemembe kacagtak: Mézes legyen minden csókjuk, legyenek szép gyermekeik. S legyenek áldottak a szöszke fiúk, kik márciusi fényzuhogóban valami elhagyott mezőn csontjaimmal játszanak. 
dsida;Legyetek őszinték; Lássátok, fáradt vagyok már s nem bírok szavaitok labirintján tévelyegni. Szeretem a nyugodt, nyílegyenes, biztos utakat.  Legyetek őszinték, ne zúdítsatok rám cifraszép szavakat, mert el tudom viselni a meztelen igét és ti is el kell, hogy viseljétek.  Amikor beszélek, ne nézzetek a hátam mögé: az nyugtalanít. Állítástok legyen: igen, igen - és tagadástok: nem, nem.  Mindnyájan biztosan meghalunk. Esik a hó, itt pattog a tűz és mindnyájan testvérek volnánk és nyájas, jó apánk az Isten. 1929 
dsida;Légyhullás; Ma még repülnek. Dongva, zöngve szállnak, rezeg a fény szitáló szárnyukon. Fekete rajban ellepik a konyhát. Apró, szőrös lábakkal kéjelegve mászkálnak a halott patkány szemén. Édes piszokba túrnak. Sűrű moslék szivárványszínű fertőjén a bomlás sötét nektárját szürcsölik s gomolygó gőzben cikázva zsonganak, kövéren. Holnap már szédelegnek és - ha csöndes magányodban feszülten hallgatózol - hallod, hogy koppannak puhán a padlón... Jajongva sírnak két kietlen ablak hideg kristályüvegje közt s didergőn érzik az ősz tisztult leheletét: a tiszta, józan őszt, mely hűvösével meredt halálba fújja már a züllés, az erjedés miazmás mámorát. Sötét esőként földre permeteznek, ablakdeszkákon haldokolnak, álmos homályban, porbaszáradt potrohokkal. S reménytelen, beteg nosztalgiával álmodnak vissza búcsúzóra mindent, mi szenny és bűz és rothadás a földön. Galgó, 1930. szeptember 30. 
dsida;Légyott; A kis szobában csillagok hevertek sepretlenül, mint limlom és szemét s a toronyórák egyre-másra vertek. Akkor lehunyta nagy, sötét szemét.  Haja bozótja lassan kúszni kezdett és körbeszőtte- fonta a falat. Szive, kit bomlott keble kieresztett, darázsként szállt a mennyezet alatt.  A száj fölött ibolyalángok gyúltak. Kezéhez értem nyirkos ujjai halk zizzenéssel sorra földre hulltak, mint hervadt szirmok szoktak hullani. 
dsida;Leselkedő magány; És egyszer, tudom, te is elmégy a nyughatatlan árnyak útján. Mogorva lesz, üres és értelmetlen a hóbaguggolt kis fagyos faház.  Tárva felejted az ajtót. Küntről beszitál, borzongat a köd s az esti szél bezúg, besír a végtelen fjordok felől.  Egy elfelejtett képedet felakasztom a deszkafalra, örökmécsest gyújtok elébe... És csöndesen a küszöbre ülök. 
dsida;Magányos erdei házban; (Fodor Jenő)  Már a nap tovatűnt. Suhogás, zuhogás. Mi lehet odakünt?  Fekete éjszaka. Nem félek, remélek... Érzik a vér szaga.  Valaki odakünt kopog és hallgatok: tovatűnt.  Megölni ki akar idegen? Idegem csupa vad zivatar.  Puha csönd. Künt pedig suhogás, zuhogás. Ablakom zörgetik.  Talán már ég a ház. Kimenjek? Ne menjek? Valaki kaparász.  Kezem a biblián, bús lélek, úgy félek!... Ki lehet? Mit kiván?  Valami csúnya bűnt koholnak. Loholnak, suttognak odakünt.  Félelmes, rút titok. Miatyánk... Miatyánk... Egyszerre kinyitok:  - Hahó, ki volt!? - Csönd. Varázs. Hallgatás. Köszön a sunyi hold. 1929 
dsida;Magyar fa sorsa;  Makkai Sándornak mély tisztelettel  Elvégeztetett, hogy lecsap a villám. Az erdő jajveszékelt életéért. Egy tölgyfa hangos szóval kiáltott S áldozatul adta magát.  Rengett a föld és lobogott a fa csodálatos, Isteni tüzijáték, mint csipkebokor lángja a Hóreben! (Csak a füstje volt keserű.)  Rengett a föld és lobogott a fa vérvörösen, olthatatlanul, jajtalanul és pattogó ággal s zengett a zordon zivatar.  E lángnál elkerülte az erdei vándor az ingovány fekete torkát az eltévedt, megriadt ősfióka anyjához talált.  Szörnyű szép volt és sírnivaló. Másnap itélkezett az erdő s a vakmerő, üszkös, torzfekete csonkot kitagadta! Kitagadta! (?) 
dsida;Majálison; A Hója erdő lombjai felett tavaszi napfény-patak csergedez, a tisztásokról dal szürönközik, majálisozók víg ünnepe ez. Tüzek gyúlnak, és távol füstjük édes. A Hója erdő lombjai felett ölelkező kacaj ül ünnepet, s a tisztásokon dal szürönközik.  Olyan messze vagyok az emberektől! Egy lángfehér virágú szép cseresznye sziromhulltába tartom a fejem, és néha-néha mintha beleveszne. Egyedül állok, egyenesen, némán, nem tüzel zene, nem kábít a bor: én vagyok Dónáth, régi kőszobor s a szirmok alá tartom a fejem.  Sötét fatörzsről kicsi hangya fut le, a bolyba fut, vagy élelmet keres, s szememből lassan könny patakja foly: neki van miért, neki érdemes...  Szememből lassan könny patakja foly, s tompán csuklik el kérdésem szava: Hója erdőből mit vigyek haza, és hol a haza, hol a hangyaboly? Kolozsvár, 1927. május 1-én 
dsida;A rejtett igazi; Sokszor, mikor a napba nézek, már-már azt hiszem: ő az igazi. S elfelejtem, hogy minden látható, tapintható és megcsókolható: a rejtett igazinak árnyéka csupán.  Valahol bennünk van az élet, melynek árnyékát éljük, valahol bennünk van a ház, melynek árnyékát lakjuk, valahol bennünk van a kenyér, melynek édes árnyékát megszegjük estelente.  Vagy valami irgalmatlan kék tó mérföldes fenekén, vagy felhőkbe gomolyítva úsznak és távoznak tőlünk az égen - messziről, messziről visszakiáltva: Poéták, bolondok, meg tudtok-e fogni?  Én nem tehetek róla, megejtett ez a nyilvánvaló igézet. Ha kedvesem hófehér vállára nézek, ha mélységes, barna szemébe nézek, remegve dobom felé a kérdést: Milyen lehet a Gyönyörű, kinek árnyéka vagy? 1928 
dsida;Már hiába nézed; Úgy hagytad el az ifjúságot, mint aki hörgő hófuvásu, téli estén párás szobát hagy el s hogy még marasztják, titkon azt reméli - De mind hallgatnak, senki sem szól, szél fú be az ajtóközön s ő lassan indul, keze a kilincsen és visszanéz és elköszön.  Úgy hagyott el az ifjúság, mint a holtak. Bizony, holtak szokása habfátyollal takarni el arcukat, hogy többé senki se lássa. Utoljára még megölelnéd, de karodat lágyan lefejtik és ellopják és kiviszik a holtat és énekelve földbe rejtik.  Ó, érettsorsú, árva férfi, ki lápok lángjait űzted rohanva s már-már elérvén, húnyni láttad s kezedre csöppent lucskos, éji hamva! Te harmincéves férfiarc, sokat tudó, öregedő, leheld vakká tükreidet, ne lássék titkod a sok finom redő.  Dudolj, dudolj, szál gyertya mellett. Nem férfi, kinek könny csurog az állán. Dudolj, dudolj, dudolva gyászolj, fütyörésszél az ifjúság halálán. Teste testedben mállik el, míg babrálja a lágy enyészet, - - fényes nagy lelke száll magasra, száll, száll s eltűnik. Már hiába nézed. 
dsida;Már majdnem elfeledted; Mért jut mind gyakrabban eszedbe? Épp orvosságodat veszed be,  vagy sietsz az utcán a ködben, amikor a lényedbe döbben.  Ujjad közt serceg az írótoll, vagy a sötétben sugdosódol,  vagy nézed a havat a fákon, vagy elmulatsz víg adomákon,  vagy sodródsz vágytalanul éppen a munka forró ütemében,  amikor a füledbe borzad egy furcsa hang, egy furcsa szózat,  egy kút mélyéből folyton hallik, mint csendes fogfájás, nyilallik.  Valamin minden terved megdől, valami kiment az eszedből,  elillant mint a könnyű légeny, hogy lehetsz ilyen feledékeny.  Tudod, hogy éjszakai álmod előtt ezt még meg kell csinálnod.  Parancs ez, tessék, vagy ne tessék, meg kell tenni, mert kötelesség,  nem fogod tudni elkerülni, nem tudsz előle menekülni,  pedig már majdnem elfeledted: - Senki sem halhat meg helyetted. 1938 
dsida;Mária szobra a kertben; A kertben áll. Bús. Széteső. Belepi burján, mossa eső.  A szitáló lassú cseppek orrahegyéről lecsepegnek.  Az embereknek Krisztust adott. Az emberek közt elhagyatott. 1934 
dsida;Meddő napok; Hónapok óta hallgatok már. Most nagy jósággal hagyom, hogy eltemessenek. A kriptaajtót bevágták utánam, nagyot döndült, a fenyőkről lezuhogott a hó, fent megrázkódtak a csillagok. A holtak bomlanak, oszlanak. Vérükből béke lesz, húsukból csend, csontjaikból hamu és céltalanság. Odakünt az éjszakában, szerelmesek járják a dombos temetőt, s én huncut kacagással gondolom el: Hogy megrémülnének, milyen fogvacogó rémülettel, ha kikiáltanék az ablakon: - Hiszen élek! Élek! Élek! De csöndesen maradok s a perceket számlálom. Már nem lehet messze a feltámadás. 1930 
dsida;Megadás; Le a szomorú hangfogóval! Nélküle mért ne zengenék? Csapjon fel csengő, csattogó dal, Halljak már egyszer víg zenét!  Legyek már egyszer víg pacsirta, Mely bízva száll az égre fel Mely könnyeit ha mind kisírta, Vidáman, szívből énekel.  Legyek ujjongó, nyári szellő Mely táncot jár a réten át És minden kis virágra eljő És rácsókolja hímporát.  S amíg a földre fagy terül s dér, Amíg a szürke ég havaz, Dalomat súgja ifjú tündér, Virágfűzéres új tavasz!...  ...De nem! Maradjak őszi dalnok, A hervadásnak dalnoka! Hulló levelek... síri halmok... Ne szóljak másról én soha!  Az örömet ki eldalolja, Lesz még a földön annyi más Kié az élet, zengjen róla, - Ami enyém, csak elmúlás. 1923. december hó 3-án 
dsida;Meghitt beszélgetés a verandán; Csodálatosan békés délután. Benne van teljes életünk. Ülünk egymással szemben, beszélgetünk.  Egyszerű és jó vagyok, mint világ fölött lebegő madár. Te átlátszó vagy, tiszta, mint a levegő,  mint üvegkorsónk friss vize, melyen átcsillan a nap. Én szomjas vagyok s te nem tagadod meg tőlem magadat. 
dsida;Megint csupa kérdés; Hát nem volt boldogabb az ősi Semmi az új semminél, mely valaminek tudja magát? Miért kellett bágyadt mosolygásainknak önmagukra ébredniök az élet ágyán? Miért döngetünk véres ököllel, eszeveszetten olyan kapút, melynek csak egyik pántja sok ezer fekete mérföld? Téli estéken keservesen énekelve, őseink és dédunokáink hajából miért fonjuk az élet hosszú kötelét? Miért faljuk fel egymást akkor is, ha nem vagyunk éhesek s miért pattan fel gőggel a gerincünk, ha végigütnek rajta? S miért nem akarunk lefeküdni ősszel hullott levelek közé, mint aszott szemét a seprű alá? Nagy kerek szemmel is mért nézünk vakon a forgószelek tátongó sodrába? S miért lát kicsivel többet az ember, ha csöndesen ül egy percig... így... s behúnyja a szemét?... 
dsida;Mélyen; Ágyam oly puha itt a bús vadonban mélyen lent, hol az árny meleg folyója mormol, hömpölyög és sodorja testem, ahová ezer évben egyszer-kétszer csurran csak le a fény harmatnyi csöppje: gyöngyszemű pici fény a gyászipompás lombok összefonott sűrjén keresztül. Két kezemre finom penész rakódott, combjaimra kövér indák gyürűznek, hullatag levelek, mérföld-magasra nyúló rengetegek nyirkos szagában alszom, ágak alatt, nyitott ajakkal... ...Míg testvéreim, az égszinruhájú angyalok repeső, vidám csapatja messze - fönt - nevemet kiáltja s elszáll... 
dsida;Mélyre ások; Bábel újra-épülő, szörnyeteg tornya sötéten áll fel.  Százan hordják a követ, vasat, márványt, gőgös, nagyzajú lázban.  Görbe ásóval őszi udvaron jeleket írok körbe.  Reszket az est a tölgyek sudarán, amikor ásni kezdek.  Mások minél nagyobb tornyot emelnek, annál mélyebbre ások. 
dsida;Menni kellene házról házra; Nem így kellene hűvös, árnyas szobából, kényelmes íróasztal mellől szólani hozzátok, jól tudom. Menni kellene házról házra, városról városra, mint egy izzadt, fáradt, fanatikus csavargó. Csak két égő szememet, szakadozott ruhámat, porlepett bocskoromat hívni bizonyságul a szeretet nagy igazsága mellé. És rekedt hangon, félig sírva, kiabálni minden ablak alatt: Szakadt lelket foltozni, foltozni! tört szíveket drótozni, drótozni! 1930 
dsida;A Semmi álma; Elszenderült a Semmi És azt álmodta, hogy Valami lett, S az a Valami - én vagyok!  És azt álmodta, hogy a messzeségben Előttem egy szent Cél ragyog, Egy ismeretlen Cél, Amely felé megyek, megyek...  És jönnek szembe utasok És kérdeznek: honnan jössz? És felelek rá: nem tudom! És kérdeznek: hová mégy? És felelek rá: nem tudom!  Lopódzva jő az Alkony, - Lilába olvadnak a zöld mezők És szürkébe a kék hegyek, És én fáradtan, csüggedt fővel Megyek, megyek!... - - - - - - - - - - - - - - - - - - Milyen furcsákat álmodik a Semmi! 1924. június 1-én 
dsida;Meredtszemű ősz; Kiszivattyúzták az üvegburát, a lelkemet. Nincs benne hang, csak meredtszemű ősz. Csend és homály. A hullt levelek ágya mély, puha, selymes halom, de nem zörög turkáló láb nyomán, nem is zizeg. A varjú se csárog a jegenyén, csak tátogat. Halálos-némán teljesedik el a rendelés: Aki elfáradt, nincs kinek köszönjön, aludni megy. Az álmos űrben úgy úszik-lebeg sok furcsa vers, mint az ökörnyál udvarunkon, otthon, ősz elején. 
dsida;Mesebeli vadász; Kék harmat mossa ki szememből az álmot. Talpra szököm s eszembe jut a kedvesem.  Folytatom utamat mélyeken, köveken, árkon és hegyeken át. Éren és patakon, napon és csatakon át.  Halra horog vetődik, nyúlra csattan puskacső.  Egyszer eljutok hozzá. Őszelő erdők piros közepébe. - Jó reggelt, fekete kislány, ezentúl velem jössz hegyeken, utakon, éren és patakon át. 
dsida;Messze látok; Kitárt karral üveges szemmel messze látok a Golgotáról A hold békésen úszik az égen: semmi se történt A fű lágyan szerelmesen suhog: semmi se történt Magdolna József és a többiek meghitten társalognak valahol egy laposfedelű ház tetején: semmi se történt És vértajtékos testemet a keresztfán felejtik. 1927 
dsida;Messzire jöttem; Kedvesemtől, aki csókolt, messzire jöttem, piros szirmok maradtak mögöttem a kék hegyeken s a völgyek útain.  Csupa bodzavirág minden, kilombosodtam én is a szomorúság tartós melegében s bodzavirág-szaga lett a szónak.  Miért nem félnek tőlem az őzek s a rengeteg agancsú szarvasok? Tenyeremből hűs vizet csorgatok üszkös sebeikre.  Éjszaka meglátogat egy fényes, szárnyas ifjú. Mosolyogva viszi előre fehér ujjával az óra mutatóját. 
dsida;Metamorfózis; Fehér ezüstfolyó suhan. Partján sejtelmesek a fák, habjai közt örökké tart az álom és babonásan, ezüstösen suhan.  Itt építettem házikót magamnak ködöt rezgető, hihetetlen martján s igézve számolom minden este holdfényes életem napjait.  Csak egyszer merülök meg a folyóban. Meghal mezítlen testem lángolása s aki helyettem újra partra száll: fenséges, komor ezüstszobor. 
dsida;Mi vállalunk mindent; Mi vállalunk magunkra mindent, nektek mozdulnotok se kell. Mi olvasunk és hiszünk, mi írunk és hiszünk, dolgozunk és hiszünk, égünk és lobogunk és hiszünk, mi akarunk és hiszünk, mosolygunk és dalolunk és hiszünk, bőjtölünk és fehérre sápadunk és hiszünk. Nektek csak sírnotok kell és a melleteket verni, ha megindulnak a hegyek. 1930 
dsida;Mindeneket látó dal; Szívembe mart egy rozsdás érc-horog. A bérc-torokból rózsás vér csorog s a szívem, s a föld, s a kavargó minden: egyetlen sajgó, szédült panoráma.  Rémítenek bús misztériumok. Nagy lepkék szárnya, mint a szél, suhog. Isten motozza át a bokrokat s a nagy világon nincs elbúni hely.  Versek buzognak színezüst gitáron. Bátran kilépek, mellem kifeszítem s a parázsló, vörös serpenyőből bodrozó füstök csapnak az égig.  Én asszonyom: a szépséges Halál. Hozzásíró szerelmes dalaim úgy húznak végig a világ felett, mint éjji, fáklyás templomi menet. 
dsida;Mindent neked adok; Tied ez a márciusi hóvirág az asztalodon. S az a lángbaszökkenő vörös ház a láthatáron, az élet fölött.  Tied az a fekete tó, a fákkal szegélyezett, hová a bolyongások erdejéből egy titkos éjjel eljutunk.  Tied a törpék hosszú menete s az az elnyugodott óriás, akit letakart arccal, csöndesen magamban cipelek. 
dsida;Mint a bolond csillag; Mint a bolond csillag, futok. Föld alá, vagy mennybe jutok? Mi lesz holnap, nem kérdem én: megállok a föld peremén.  Ott állok meg, ahol a vég, ahol a futásból elég, hol jégbe fagy a fürge szán, a regény végső oldalán.  Éljen a bor! Éljen a fény! Búcsuzik egy korhely legény, búcsuzik és kacag, kacag tanitványai alszanak,  mint Krisztuséi Golgotán (hisz ő is Krisztus volna tán, sokan követték és szerették, mégis keresztre feszítették.)  Életem, már mi közöm véled!? Milyen is lesz a másik élet? Akit kérdeznek, megfelel. A Sorsunkat vállalni kell.  Előttem lángaranyba forr a régi szín, a régi bor. ...Az élet konkoly és ocsu... Hurrá, ez is legénybúcsú!!! 1927. július 29. 
dsida;Mosolyaim egén; Jönnek langyos, izgató szelek. És jönnek lila alkonyatok és fojtott szavak. És jönnek bodros, fehér fellegek.  Habos felhő-ágyakon álmodnak szűz, tejarcú lányok s régi-régi mosolyaim egén suhannak messzire.  Pici fájdalmak vibrálnak a szélben. S míg görnyedten imádkozom a kertben és bong az estharang, - lassanként ravatal lesz az ég. 
dsida;A csemetefa éneke;  - Elek Nagyapónak, a jóságos faültetőnek -  Ti szálló lepkék, döngicsélő méhek, Ha erre sétál, vegyétek körül! Hiszen tudjátok: mennyire örül, Ha lágy zsongással tavaszról meséltek...  ...Szemében ifjú, tiszta öröm ül, Haja fehér, de szíve még fehérebb, Ha rút-gorombán bántja is az élet, Ő mindig szeret, mindig könyörül.  Minden örömet tőle kaptam kölcsön Övé legyen majd izletes gyümölcsöm, Virágomat az Ő fejére hintsem:  Hűsen legyezve, árnyékkal kínálva, Sátorom legyen leghívebb tanyája! - Jóságos ember, - áldja meg az Isten! 1924. március hó 16-án 
dsida;A sötétség verse; Ó, virrasztások évszaka! Vastagon fog a tinta, zordul. A rozsdalevü éjszaka már hatkor a kertekre csordul: Reves fák nyirka folydogál s te arra gondolsz: mennyi éved van hátra még? Jaj meg-megáll a láb, mert fél, hogy sírba téved. ...Mondd, kissé mártottál-e már hófehér cukrot barna lébe, egy feketekávés pohár keserű, nyirkos éjjelébe? S figyelted-e: a sűrü lé mily biztosan, mily sunyi-resten szivárog, kúszik fölfelé a kristálytiszta kockatestben? Így szivódik az éjszaka beléd is, fölfelé eredve, az éjszaka, a sír szaga minden rostodba és eredbe, mígnem egy lucskos, barna esten az olvadásig itat át, hogy édesítsd valamely isten sötét keserű italát. 
dsida;Nagycsütörtök; Nem volt csatlakozás. Hat óra késést jeleztek és a fullatag sötétben hat órát üldögéltem a kocsárdi váróteremben, nagycsütörtökön. Testem törött volt és nehéz a lelkem, mint ki sötétben titkos útnak indult, végzetes földön csillagok szavára, sors elől szökve, mégis szembe sorssal s finom ideggel érzi messziről nyomán lopódzó ellenségeit. Az ablakon túl mozdonyok zörögtek, a sűrű füst, mint roppant denevérszárny, legyintett arcul. Tompa borzalom fogott el, mély állati félelem. Körülnéztem: szerettem volna néhány szót váltani jó, meghitt emberekkel, de nyirkos éj volt és hideg sötét volt, Péter aludt, János aludt, Jakab aludt, Máté aludt és mind aludtak... Kövér csöppek indultak homlokomról s végigcsurogtak gyűrött arcomon. 
dsida;Nagycsütörtökön; A szél suhogva borzong az olajfa-lombokon. A kanyargós úton, által az erdőn tömöttsorú fáklyások jönnek.  Testemet ételül adtam, véremet italul adtam, könnyel mostam meg lábaitokat Mégis egyedül maradtam.  Hajnal-derengés borzong a sötét lombokon. Judás után, által az erdőn sátánarcú fáklyások jönnek.  Testvéreim, tanítványaim! Égignyúló kemény kereszten holnap megölnek engem! És ti alusztok, mélyen alusztok! 1929 
dsida;Nap és Hold; Mitől lettél oly idegen, barátom, oly távoli és meg nem fogható, oly távoli és kísérteties? Sok-sok parányi hétköznapiságod, dohánytól sárga ujjaid, melyek játékosan az asztalon doboltak, telt ajkaid, melyek kis félkörű homályt hagytak a pohár peremén, nyírt bajszod, melyre tréfásan fagyott téli reggel a bolyhos zuzmara, szürke szemed kissé kunkorodó pillaszőrei, melyek huncutul rebbentek meg a sakktábla fölött, ha rosszul léptem s egy-egy tisztemet letaroltad, jóízű kacagásod, nyujtózkodásod, kéjes ásitásod, ezernyi apró hétköznapiságod mitől kaptak oly hallatlan tekintélyt, lenyűgöző és fenséges vonást, hogy már a puszta képzeletre is feszes vigyázz-ban áll a lelkem és csöndben borzong és némán tiszteleg?  Ó, vettem észre már hasonlatos átváltozást közönséges, szelíd tárgyakon is: a kerti asztalon, a kéményen, a házunk födelén, a fákon és a nyári bokrokon és mindenféle egyéb dolgokon. Nappal, mikor napfényben fürdenek, a megszokott, józan világitás világában, oly meghitt ismerősök, mosolygósak és engedelmesek, unalmasak és alázatosak, mint a napok egyforma, szürke rendje, a szorzótábla száraz logikája, a reggel, délelőtt és délután. Ám éjenként, ha nedves suhogással a reszkető, hideg, ezüstfehér holdfény esőzik rájuk: növekednek, növekednek és egyre növekednek, valamely ismeretlen őserő költözködik beléjük, imbolyognak hallgatagon, puhán, rejtelmesen, titokzatos, ember-nem járt világnak megfoghatatlan törvénye szerint. S égigérő kísértet lesz a fákból, egymással suttogó és egyetértő szellemlények a fürtös orgonákból, a háztető félelmek tánchelye, a kémény furcsán fölfelé mutat valami láthatatlan nagy titokra, figyelmeztetve s hallgatásra intve s ha elhaladsz az asztal és a szék mellett, vigyázva, lopva visszanézel: nem indul-e utánad nesztelen, gonosz szándékkal - s csend van, iszonyú, dermedt és őrjítő csend mindenütt és jól tudod, hogy titkot rejtegetnek minden tárgyak és minden létezők s a holdfényben mindennek titka van és mind tudják az egymás titkait, csak te nem érted, te nem értheted ó, lelkem, aki lassan elhaladsz e reszkető és zajtalan világ idegen, szörnyű fensége előtt, feszes léptekkel, félig eszelősen és jobbra-balra némán tisztelegsz.  Ottkünn fehéren tűz, ragyog a hold, tárt ablakomon át szobámba lát míg én - az élet és a nap fia, - ülök meg-megreccsenő bútorok közt és homlokomat símogatva tízszer, húszszor is elismétlem csöndesen, roppant csöndesen, hitetlenkedőn és mosolyogva ezt az egyszerű kis mondatot, hogy: - Meghaltál, bizony, egy éve már, hogy meghaltál, barátom. 
dsida;Naplemente; Mi ez a furcsa, vézna sípszó? Ez a selyemlágy, kék zene? A nap, a nap, a zuhanó nap mintha aranyat vérzene.  Völgyet szerettem, hegyre másztam. Kértem, hogy isteni kegyek mossanak bússá és szeliddé. Vajjon most már hová megyek?  Fáj az éhség s a jóllakottság, mar az ital, a szomju csíp. Zokog a nap, a lebukó nap, zokog az a távoli síp.  Milyen sötét lesz! Fülelő csend. Lassan felmutatom eres két kezemet a csillagoknak: Nézzétek meg: üres. Üres. 
dsida;Narkózis; Olykor tapogatózom: még megvan a kezem? Olykor arcokba nézek: vajon emlékezem? Oly szétfolyó az élet és oly csöndes valóban, mint gyenge hó a kézben, mint halk lépés a hóban. Már fennszóval dícsérnek derűs jólöltözött társaim, szemtől szembe s mégis egymás között mint nagybeteg barátot, ki percek múlva meghal s már napok óta nem lát és hetek óta nem hall. 1934 
dsida;Négy sor; Elfonnyadt szerelem illata kisér Örök hallgatás legyinti a tó fekete tükrét Hideg szelek sodrában állok ijedt szemekkel Virágos ágra hullott beteg csillag a lélek. 1930 
dsida;Névtelen vágy; Szép lenne: ha a költőnek lenne egy homályos kertje, melyet nem fog körül semmilyen kerítés, szürke ködökben foszlanék négy határa... és a közepén állna egy sokablakos kastély.  A nagy kertben sétálna a költő széles, nagykarimájú kalapjában és széltől lobogtatott, kerek, fekete köpenyében, számolva a két keze ujján, hogy meddig élt.  Ősszel, mikor puha szőnyeget szőnek a suttogó fák zizegve-hulló sárga levelei, kampós botjával maga előtt kaparászna, hogy előtte, utána zörögjön a süppedő avar.  Megállna az alkonyati hűvösben. Rádőlne a tóparti szomorufűzfák hallgató törzsére: kilesni a mélységes csend titkát és ritmustalan sorokba dalolná másnap, harmadnap egyedül, csendesen, egymagának...  A kastély ablakából pedig örökkön-örökké két tágranyílt szem kisérné minden léptét, s ha nagyon messzire talál elkalandozni, mindig lenne, aki könnyezve félti: hátha elmegy és nem tér többé vissza!... Szatmár, 1925. július 11-én 
dsida;Nincs már semmi; Én ismerek egy ismeretlent, ki életet korán tanul, s amikor úgyis fázva fázik: hullaként a hullámba hull. Szemünk behúnyt, szívünk kihúnyt, a halk hullám dobálva ringat, és vén sziklák loccsantják vissza ájult, szomorú szavainkat. Nincs már semmi, nincs hova menni, csak fonni, kötni, szavakat fonni és fonva venni fontolóra, amit úgysem lehet kifonni. Nincs már semmi, nincs mit tenni, csak keresni, amit más keres. Kerekes szívvel kátyúba futni, mint részeg, bamba szekeres, csak néha sírva, szűz papírra ákombákom sorokat vetni s ha ki ezért ma kinevet, holnap talán majd nem nevet ki. Néha tudom a nevemet, néha csiholtan csillanok s ha jön az álom, kitalálom: mit álmodnak a csillagok.  Nagy utakból ha visszatérek fölrezzenve rezeg a szívem, tudom: testem csak tiszta kéreg és nincsen nekem senki hívem. Percek riadt várása perceg, zsebórámat összetöröm, ruhámon csillog a fagyos éther, csillagporos az üstököm. Olyankor az anyámra nézek egy ember, aki a tanyán s talányaimnak puha fészek: anyám, anyám, anyám, anyám! Beszédem idegen beszéd, s mégis mintha mellette járnék, csak varrogat s a kályha-tűzből arcára ugrik egy furcsa árnyék. 1929. V. 25. 
dsida;Nincs többé ember; Egyedül maradtam a földön. Házak, sürgönyoszlopok, toronycsúcsok merednek ki a magányosság homoktengeréből.  Az ember hangos beszédét, dalolását, kétségbeejtő titkait beitták a kövek, hogy soha tovább ne adják.  Ha jól számítok, kalendárium szerint most vasárnap délután van. Fölmegyek egy síricsendű ház márványlépcsőzetén.  Az élet fölfedezett titkára gondolok, szeretném elmondani valakinek, - de ásítnak a szobros folyosók és tompán konganak.  Nincs többé ember. Jéghideg ablaküvegre szorítom homlokomat. Kibámulok. Ha kiáltanék, se hallaná senki. 
dsida;Nocturno; Fekete-kék az éji ég. Bokrok testőrködnek az útfelen. A fák megláncolt árnyékai, mint messzi kutyák, csaholnak.  A világ nagy virágkelyheiben gyöngyös borként csillog az élet. Szikár angyalok suhannak: szivaccsal itatják.  Felvöröslik a hold is az égre, kisebb, halványabb a tegnapinál. Kicsi fényt az én szememből is kiloptak tegnap óta.  Leülök egy kőre az Olajfák hegyén, könnytelenül, nyugalmasan. Csak mert nem érdemes úgy sietni a temető felé. 
