label;cim;poem
babits;Fekete ország; Fekete országot álmodtam én, ahol minden fekete volt, minden fekete, de nem csak kívül: csontig, velőig fekete, fekete, fekete, fekete, fekete. Fekete ég és fekete tenger, fekete fák és fekete ház, fekete állat, fekete ember, fekete öröm, fekete gyász, fekete érc és fekete kő és fekete föld és fekete fák, fekete férfi, fekete nő és fekete, fekete, fekete világ. Áshatod íme, vághatod egyre az anyagot, mely lusta, tömör, fekete földbe, fekete hegybe csap csak a csáklyád, fúr be furód: s mélyre merítsd bár tintapatakját még feketébben árad, ömöl nézd a fü magját, nézd a fa makkját, gerle tojását, csíragolyót, fekete, fekete, fekete fekete kelme s fekete elme, fekete arc és fekete gond, fekete ér és fekete vér és fekete velő és fekete csont. Más szin a napfény vendég-máza, a nap a színek piktora mind: fekete bellül a földnek váza, nem a fény festi a fekete szint karcsu sugárecsetével nem: fekete az anyag rejtett lelke, jaj, fekete, fekete, fekete. 
babits;Fiatal leány; Mint zöld nagy szájak, mint falánk virágok, tárul két szeme hirtelen, mélyen, nedvesen, titkosan. Arcát ugy issza át a vér, mintha arany piskótát borba mártasz. Teste még ismeretlen, mint Afrika oly szüz, oly forró, oly veszélyes. De lelke még sokkalta ismeretlenebb, mint a föld vad tüzében születő új elem, s szomjuságában oly sötét s tudatlan, mint a pogányok lelke volt, amely vakon várta nem-ismert Krisztusát. Óh Megváltó! miért nem csókolod homlokon őt, mint régi sok apácát, hogy rejtelmes ajkadtól égő homloka újra hűs legyen s fehér s szájad lehelletében nyugtalan lángja biztos és egyenes sugárként lenghessen ég felé, mely minden láng hazája? 1930. aug. előtt 
babits;Fortissimo; Haragszik és dúl-fúl az Isten vagy csak talán alszik az égben, aluszik vagy halott is épen -- ki költi őt föl, emberek? Anyák, sírjatok hangosabban: akit föl nem ver annyi ágyú, rezzenti-é gyenge sírástok? És ne is könnyel sírjatok, mert a könny mind csak földre hull hanggal sírjatok föl az égre, sírjatok irgalmatlanul: ne oly édesen mint a forrás, ne oly zenével mint a zápor, ne mint a régi Niobék: hanem parttalan mint az árvíz, sírjatok vagy a görgeteg lavina, sírjatok jeget, tüzet sírjatok mint a láva! A drága fiúk hullanak vérben a hóra napra-nap. Ne hagyjatok aludni senkit: ki ma csöndes, gonosz vagy gyáva, de érdemes-e félni még? és érdemes-e élni még? Ó, mért nem hallani hangotok? Menjetek a piacra sírni, sikoltsatok a templomokban vadak asszonyai, vadakká imuljatok őrjítő, őrült imában! És ha hasztalan ima, sírás: -- mi káromolni tudunk még, férfiak! Ma már hiszünk káromlani-érdemes alvó magasságot a Sorsban. Hányjuk álmára kopogó bestemmiáknak jégesőjét! Mért van, ha nincs? Mért nincs, ha van? Tagadjuk őt, talán fölébred! Cibáljuk őt, verjük a szókkal! mint aki gazda horkol égő házban -- a süket Istenét! Süket! Süket!... Ó ma milyen jó volna süketnek mint az Isten! Süket a föld, nem érzi hátán hadak alázó dobogását. Jó volna süketen csirázni mint virághagyma föld alatt: minden süket, földben, Istenben csak az ember szakadt ki a süket Istenből iszonyokra kikelt belőle féreg-módon, Isten férgének, viszkető nyüzsgésre, fájni -- mert ami nem süket Isten: fájdalom, míg az Istenbe visszahal! 
babits;Free Trade; Komoly édes dombok muzsikája! Szerte hang, szín, zamat, illat, simogatás verte muzsika! Öt érzék ezer muzsikája! Komoly édes dombok muzsikája! Fáj a lélek, ha felétek remegve, a lármás emberi hálókba veri szegény szárnyát, melyekbe befonva frivol ádáz jajjal komoly édes dombok muzsikája, nem hall! Óh jaj, Magyarország! Titeket is össze vagdalna az Ember, határba kötözne, ha lehetne -- de ti, komoly édes dombok muzsikája, örök derüben borongtok ködötök alatt, mely testvére a fénynek: Ki vetne határt a sugárnak, a szélnek? illatnak és színnek? neked, komoly édes dombok muzsikája, te szerte beszédes?! Ki szól a viharnak?: Itt a vonal: állj meg! Ilyeneknek nincs őr, se sorompó. Ámen. Nevet a föld rajtad, bús vámok igája! Zenélj, komoly édes dombok muzsikája! 
babits;Füst és korom közül; Füst és korom, megtorlik a Vád feje körül, aki fáklyával megy ilyen fulladt, szűk pincéken át. Maró füst és keserű korom: óh, be gonosz levegőt kell színom bújkáló bús magyar útamon! Megvakít, rág, bénít, töm, tapad. Látjátok még lángom? Én nem látom, csak a füstöt, ami visszacsap. És már mindent elvet undorom... Híg madarak szárnya hull szememre: hull a híg, lágy, loncsos, langy korom. Különös álarcosként halok s úntan fogják képemet föltárni a morc hullamosó századok, kiknek arca csak akként derül, mint a kapzsi archeológ arca, ha a múmiából kincs kerül. Ami kincseimben legcsudább, ők lelik meg, mert ti eldobtátok, mint a gyermek az almacsutát. Árva, kemény, nedvtelen csutak: mégis benne minden nedvek anyja, a jövőnek szórt morzsa, a Mag. 
babits;Galáns ünnepség; Medgyasszay Vilmának Nincs galánsnak szeri-száma: csupa sikk e hercig dáma, karcsu mint a minarét: illik néki a minét. Rechtsre perdül, linksre fordul, spicce van tán némi bortul: tempót ime mégse vét, illik néki a minét. Mint vázájábul, kibimbul dagadozó krinolinbul s műredőkben veti szét -- illik néki a minét. Ilyen abroncsvázas aljjal, s könnyü taille-jal, bodros hajjal fennen hordja a toupet-t -- illik néki a minét. Melly fórném és melly valódi! S mint pretenzív gallus módi tartja hatkor a dinert-t -- illik néki a minét. Csupa illem, csupa kellem, mért ütenyre szabott szellem, csupa szoros etikét: illik néki a minét. Kéjjel-kedvvel, indulattal könnyü báju mozdulattal messze hagyja Dérinét: illik néki a minét. Linksre ferdül, rechtsre fordul, spicce van tán némi bortul, púder rejti hév szinét, illik néki a minét. 
babits;Golgotai csárda; (Egy ismert passio-ének dallamára) Hej, katonák, van-e bor A kűherkulessét! S kocka? Lógjon aki lóg! Hozom a köntössét. Kis murit ma! Illik az vidám örökösnek: Gazdája már nem iszik -- ugysem a köntösnek. Megkukult a feszület három óra tájban, Akkor elfogyott a szusz a zsidókirályban. Ha! nagy a zsidókirály, Magas a kormánya: Lába alatt jár a szél, Feje fölött kánya. Ej, de fene csúf idő! Mi a fránya hozta? Lót a szél mint egy bolond kint az utcahosszba. Zörg az ablak fütyül a Hej fütyül a kályha Most igazán jó meleg jó meleg a csárda. Ott fönn a kereszt alatt bőg egynéhány dajna: názáreti ember volt, ácsmester az apja. Lógjon aki... vesd ki már! Nyolc! A köntöst tartom -- Csárdásné, te szebb vagy mint minden zsidóasszony! 
babits;Gondok kereplője; A csupasz fák csúcsa mint tűk hegye bök be az égi flanellba: az Isten a földet hóba és ködökbe puhán becsavarta, hogy óvja azt a pár maradék plántáját, amit az ember nem irtott ki még, s amik a bús tavaszt várják szabadon vagy kertben. Milyen szép lehet most ottkünn a mezőkön elveszni nyomtalan bújdosni, mint aki maga van a földön, az Ürben maga van s minden lépésénél mögötte, úgy tetszik, elsüllyed a parlag, és a szomszéd falu semmivel se messzibb, mint a szomszéd csillag. Ott még felröpülne különös madaram a fényködös égig. Csak itt olyan alélt és mozdulattalan, hogy tán holtnak vélik. Pedig él: egész nap csirreg a fülembe, dalt töredez halkan elkezdi, s elhagyja... dalainak selyme rongy az utcazajban. Ó szegény madárhang! hogy leng száll és szakad minden kis szellőre! s hogy riad, hogy némul, ha rákezdi a vad gondok kereplője! Ki kötötte ezt a kereplőt nyakamba, mint a poklosoknak, hogy ezer arc közt is vakon, mint a bamba, s egyedül, bolyogjak? 
babits;A jobbak elmaradnak; Utak, kik szétszaladtok a hazába és sorompókra leltek oly hamar, ne vigyétek ki bús hirünket innen. Csak mint a fuldoklóét ujja csücske, áldozat bárányáét szalagok, csak mint hegedhetetlen sebnyilások. Minket lekötve tart egy furcsa léthez mágus Szokás vagy szoptatós Remény: álmodunk és vergődünk álmainkban. Husunkba tépünk, mint az elvarázsolt némák vagyunk és süketek a vér betölti szánkat, vér kavarg fülünkben. Őrületünk előtt már semmi korlát: ó jaj, a táblákat mi összetörtük! ó jaj, bölcs véneinket megtagadtuk! Nem előre kell nézni a magyarnak: a régi erkölcs jobb volt régi mód, régi szavak, régi ész, régi oltár. Megvonva tőlem jövők jósa lenni, barbár korok vátesse visszavágy mikor még Róma állt s az ősi Vallás. Ó magyarok! haragszik tán az Isten! Havas tavasz korbácsa sujt a nép nyomorog s a gyilkolásban leli üdvét. Jön a Barbárság, mint havas tavasz, korbáccsal a kezében már az ének eresz alá némul és az a Jobb, aki nem ért és elmarad korától. 
babits;Gretna-Green; Kék az ég ma, zöld az ág, -- milyen messze, más világ! mennyi rózsa, lám a pünköst -- Ámor röpdös négy szemünk közt -- s semmi harc és semmi kín:  mindjárt itt lesz Gretna Green  szállunk, szállunk mind tovább  tefeléd, szép délibáb! Bájkocsim szemed sugára, csókos szók az ostorom Hopp! megszállunk éjszakára valamely monostoron -- e monostor nemcsak rím,  e monostor Gretna Green  vén kovács ott ősz apát,  aki minket összeád. Sorsom, borsom mit kivánsz? legszebb a mezalliánsz: légy hát, édes ellenségem, Hófehérke, feleségem -- mennyi illat, mennyi szín!  szép az útad, Gretna Green  mennyi rózsa, mily tavasz  bárányfelhő ránk havaz. Mennyi szín és mennyi kincs! szebb ut nincs és jobb ut sincs. Ez a rév itt Éva réve: rég ismérem, ezer éve. -- Kinn vagyunk már, hejh de kinn!  Hol van, hol van Gretna Green?  Meddig szálljunk még tovább  érted ó szép délibáb? Esteledik az idő, hűs az árny és zörg az ág -- megaszalt a déli hő s esttől borzongsz, szép virág -- aggadozva kérded ím:  Messze még a Gretna Green?  Jaj virágom, nem tudom  megtévedtünk az uton. Szökken a kocsim: világom köd borítja s légi nedv, lankad utazó virágom, bennem is a régi kedv -- mennyi harc és mennyi kín!  Messze még a Gretna Green  s szempillámat -- ó de kár --  ólom-álom üli már. 
babits;Gyöngylelet; Boldog vagyok, mint senki más, és mégis kedvem volna sírni, mert jól tudom: virágnyilás: egyszerből a sohába nyílni mert jól tudom már: gyöngylelet: síkos a gyöngy, sebes a bánat, mielőtt elvesztettelek ó, édesem, sírok utánad. 1911 [?] 
babits;Háborús anthológiák; 1916. Eduárdoknak éljenektül zengő poéták -- visszafullad szavam -- míg szét zuhanva dúlnak vad ércek és roppanva megdűl sok büszke fal -- vagy mint, ha tenger lesz a folyóból, fúl az ember, omlik a torony és a kémény, korhad a tölgy -- ti mint a káka melynek az árvíz boldogsága lubickoltok az ingyen élmény ezrek könnyétől sós vizében s tudjátok kiszámítva már hogy meddig szabad nőni szépen hogy el ne törjön a vad ár: hajolni tudtok (törni kár!) -- s zenélni, mint a sás, a szélben, sáshangon -- hogy fonnyadtok el ha egyszer szárazon maradtok! ha majd a Béke énekel! hogyan hallgattok és apadtok ha egyszer elhallgat a szél s csupán a szív és könny beszél! (kicsi marad aki ma hajlik! csöndnél a tűnt hang nyoma némább!) azok beszélnek, kik ma némák! Van némaság, mely messze hallik, s sok mára visszafulladt ének hangokkal terhes a Jövőnek! 
babits;Hadjárat a semmibe; Strófák egy képzelt költeményből. 1913 Ó, mind akit szerettem életemben s ki lelkemet szeretni még merész, figyeljen most, talán megérthet engem, bár hangom szerte tárult mélybe vész, mint egy örök sodor halásza zengem, amiről még álmodni is nehéz, ragadójába markolok kezemmel s merni merem, amit más nézni sem mer. Ó, lelkek teste, élő folytonosság, mért folysz el? És te testek lelke, szám, miért folyamodom hiába hozzád, elmém hazája, régen únt hazám? Mért osztanám mi nem való hogy osszák? s a mondhatatlant mért reméli szám? Jobb volna nyugton és szó nélkül élni, csak élettel s szerelemmel beszélni. De nem lehet. Már nekem ez az élet. Már nekem ez a legjobb szerelem. Az én egyetlen mezőm erre széled, ez egy kapú van nyitva még nekem. Ha ez bezárul, az már az itélet, melyet fejemre mérend kedvesem, kit annyian epedtek, örök asszony, ki van, hogy ezreket dalig rikasson. Ki van, hogy minden nemes őt imádja, amikor mást már nincs imádnia. Kinek vágyára a halálnak vágya jöhet csupán: a Filozófia. Szólj hát szerelmem, szólj halálnak bátyja, élet öccse, csalódások fia, szólj, énekeld az égi nőt, a drágát, sirassad új szavakkal némaságát. Mert néma ő s nem könnyezik soha és így vesz tőlünk szót és könnyeket s könnyre mosollyal, szóra mostoha csönddel felelve csúfra hiteget. És csöndje végtelen, mint mosolya. Mosolya nem fogy, csöndje nem reked. Csöndje mosolyog és mosolya hallgat, mosollyal, csönddel, úgy mulat terajtad. Glóbuson ül, mint hideg istenasszony, ruhája köd, de sohasem mezítlen, fagyával éget, hogy rabbá unasson s titkolt testével álmodjék a hitlen. S nincs is tán teste. S minden érte-vad szomj a semmi hűs ablakát nyalja itt lenn, míg fönn a Hölgy, testté hazudva lelkét a fellegekből fon magának erkélyt. S tán minden szellem titkon őt reméli, érte feszűl a morc tudós szerelme és végtelenül végtelenbe méri kis méterét a véges emberelme, de az eget s e Hölgyet el nem éri, bár köveiből Bábel tornya kelne: a Jákob-létra végtelenbe vesz s a nagy éposznak vége sohse lesz. És mégis éposz és mégis dicső és mégis ezt az époszt írom én egy új tudósról. Mégis, mégis ő, akit hősömmé biztat a remény, hogy vágyhatom még lenni én is: ő aki enyém és aki mégsem: én vagy egy bús én, kit dőrén elvetéltem s most lelkétől kisértetes a méhem. Egy új tudósról fogok énekelni, ki Budapesten majdan élni fog, dicsőbb, mint hős koroknak fejedelmi s minden dicsekvő poétán kifog, aki meddő dalát hiába termi s facér fülekbe céltalan nyifog ah, hajdan hogy megejtett ily varázs is, de most már látom, olyan, mint a hásis. Ki nem röpülhet, mikor ér tetőre? kérdeztem hajdan gyermek-ostobán, -- Lassan vet óvatos szemet előre földhöz ragadt nyomorult tudomány, csigaként tapad hűvös szürke kőre s az únalom nyálkája nyúl nyomán, hitvány házát cipeli dőre súlyul --, de csigaképe most dicsőre újul. Mert bárha nincs szivárványhídja, szárnya s szarvval nem érhet úszó csillagot, kis helyet jár, de biztosan bejárja, hagyván jelül ragyogó szallagot, hogy útja szűk bár, de valódi pálya , mert hódít s nem hiába ballag ott, míg Anteusként hullong a poéta s ő sem röpül, csak ugrál. Mint a béka. Édes a valóságban megfogózni s vigyázva mérni életünk terét, a korlátok közt nemesen kigyózni, mint útjelzők közt, bízva, mindelébb. Szabott pályánkból félre nem lopózni s nem térni meg, mint kimenős cseléd, kinek mámortól émelyg lomha teste, únt konyhájába tér vasárnap este. A korlátokban bízni, hogy vezetnek s a végtelenben, hogy nagy öle cél, hogy érdemes nyujtózni a kezednek, ha tud szilárdan nyúlni, mint acél, hogy nem mind egyek útjai eszednek s nem a legbölcsebb élet a facér, mert eszünk útján mozgunk okosok mi s a valótlanban nem lehet mozogni. Lássátok, a korlátokat dicsérem: a korlát a legbiztosabb valóság. Tövis tart ébren rózsaittas éjen, lévén biztosabb való, mint a rózsák. Szoros formából születik az érem, formának zord acél kell, nem nyúlós zsák. Élet s lélek szétomló pára volna, hogyha nem lenne száz korlátja forma. Az én hősöm e korlátok s e formák tudósa méri majd szigoruan a létünket folyató száz csatornát, melyek között az örök ár suhan, mely arra foly, hol leggyengébb a korlát s legyőzve győz csak minden vályuban mindegy, honnan jön, és mindegy hová jut, csak egyet fontos hogy nézzünk: a vályut. Az én tudósom tudja ezt bizonnyal, nem fog kergetni régi délibábot, okosan megelégszik a viszonnyal, amely az észnek jelzi a világot s a valóság jeléül a haszonnal: ezenkivül más lényegig ki látott? ami remélhetetlen, nem reméli: a viszonyt tudja , a lényeget éli . És tudja, hogy okokból a világ egy óriás lánc kettős végtelenje, ahol minden szem szomszédjába vág és nincs, aminek nincsen oka benne , de kívüle keresni hiuság, oklánc okát kérdezni balga lenne s hogy tudnád szóba, jelbe, észbe venni azt, amin kívül nincs se jel, se semmi? És mégis olykor tudósunk körül, mint csillagokkal, esténként a légür, ez a nagy semmi vággyal színesül s titkon az örök lánccal nem elégül, minden unalma sejtelmekbe züll s a néma Hölgy mosolyát érzi végül és bár előtte semmi zárva nincsen az ő eszének nem elég a Minden. Képzeld el őt most enyhébb téli esten a Dunaparton bolygani magában, ezen az áldott ifju Budapesten a jégtörés keserves évszakában, mikor zord úntság lovagol a testen s a lélek nem tud bízni csillagában, de gyönyörködni tud még benne. (Drága csillag az űrben: semmiség virága!) A semmiség virága ez a föld is, a semmiség virága e világ, amely tövissel bármennyit gyötört is, mégis virág szemednek. Bús virág! Tán ér belőle lelkednek gyümölcs is, mohó fogad keményen belerág, de ha félig kiszoptad leve mézét, megérzed rajta a semminek ízét. Tudósunk künn az ég alatt bolyongva érezze ott magát, a Semmi partján, nézzen a földre, mint egy égi pontra, úgy gyönyörködjön e nagy Semmi-tajtján s a tömegen, mely a földön zsibongva az égben száll, tudatlan -- körbehajtván e gömb, melyet száz erők sodra mozgat. Röpül a föld -- s ők azt hiszik, nyugosznak. Vagy sétálnak így, halkan, olvadáskor, selyem suhog, peng a katona kardja. Dombtól dudorgó, tornyos cifra háztól csipkés az űr felé a Semmi partja. A szél a habokat lenn, durva pásztor nedves korbáccsal fütyörészve hajtja, selyem suhog s a szürkefényü vaskard érintésétől peng a hideg aszfalt. Ó szürkeség! te a Fehér morajló meghalkulása (s Feketének anyja)! Ki eljössz, mikor haldoklik a gyarló fény és a nap az éjszakát foganja. Ó szálló szürke füst! ó ringva hajló izmos Dunának szürke szép higanyja. Ó szürke égen szürke alakok! szürke szemekben szürke ablakok! A lámpagyujtó lángos végü bottal megsebzi ezt a messze szürkeséget helyenkint, -- és a sebnek vére csobban s Dunába hull -- tüzes vér, szemet éget, remegve száll, vékonyka patakokban, mintha vörös bort vízbe töltenének. (Igy látom a világot este reggel, szürke alapon vérpiros sebekkel.) Ott fönn is már, ott fönn a közel ürben gyulnak a semmi apró sebei a csillagok s keringnek kényszerülten, kiki egymást amerre cipeli lángolva még, avagy már halni hülten vagy viszkető kis élettel teli. -- Nem furcsa, hogy ha lelkem kibocsátom elérem mindezt én -- a kicsiny átom? Én viszkető kis élet-átom én? nem furcsa, hogy e nagy világ belémszáll érzékeimnek felvont zsilipén? s elönti lelkem, mint valami vész-ár? Elönti lelkem, s mi maradok én? Úszó fácska, mely a világ vizén száll ráhányva, törni, az örök sodorra, mely önmagával itatva sodorja. S tudósunk érzé összecsapni lelkén ez únt sodornak őrölő hatalmát s forogni a nagy űrnek néma telkén csillagos szárnnyal Isten lassu malmát táncban az ingó habparipa nyergén tengernek véli hágni percnyi halmát. Ó tengertánc! hangos hab fényes halma! de majd megőröl Isten lassu malma. Parthoz sodor majd sorsunk sűrü sodra, a sima semmi sziklapartja vár. Nem, addig is, fürödve és forogva mulatni legjobb benned táncos ár? nézni mit hány agg vized ifju fodra, mi úszik benne: csillag vagy madár, vagy asszonytest, prémek közt dobogó merül fel és tajtékként csillogó. Tajtékként csillanó és úgy elomló a dunamenti fényes utcasorban, mely lenn patakzik merre az oromló Gellért kis szirtje: a folyóra torpan, prémmel is prémes tajtékhoz hasonló muffal, boával az örök sodorban és kacagással a habkacagáshoz s mennyi mással hasonló mennyi máshoz! Amiről annyi költők énekeltek és annyian még énekelni fognak s a drága prém között a vér, a sejtek keringnek, égnek, építik a habnak bájos, múló formáit, régi rejtek teremtésben áradnak és apadnak száz testen át -- és tested szembe árad, hab vagy a hab közt, minden nő a párod. S a tudós tudja, hogy e nagy kanális kicsiny csöve az ő teste is éppen s a szent természet örök animális ereje ered emberünk erében. Nem legjobb elvegyülni, bármi vár is, hullám hullámhoz dörzsölődve szépen? vagy mint halacska dörzsölődni násszá -- hogyan lehetne halacska halásszá? Hogyan lehetne, ó hogyan lehetne halásza lenni az örök sodornak, amelybe holtig el vagyunk temetve s mely holtan a semmibe hány ki holnap űrnél űrebb távolba? hogy lehetne, kik parttalan medrében véle folynak a nagy Folyás irányát észre venni, ha ez a minden és a part a semmi? Vagy legalább mi látjuk semminek és az irány szó semmit sem jelent és semmi értelme a semminek, kimondjuk, mint a mindent s végtelent s szavunkban tiltott hiú vágy remeg, de ami tiltott, mindörökre szent s reménytelen vágy a legszebb imádság s szent hősök, kik merészen félve vágyják. Igy írom én is a hősi versem hősen, amelynek hőse egy és ezer-egy. ki régi-gyengén s mindig új-erősen, halni-születni testből testbe megy, a végtelen végét nem éri ő sem s az én mesém is végtelenbe megy, hisz benne olyan dolgok vágya szólal, miket nem mondhatsz véges számu szóval, mert minden szó új korlátot teremt, a gondolat testének szabva formát s e korlátok közt kigyózik a rend lépcseje, melyen addig másszuk ormát új s új látásnak, mígnem messze lent köddé mosódik minden régi korlát, s képekből összeáll a képtelen korlátokból korlátlan végtelen. 
babits;Hajadnak nyírott lombját; Hajadnak nyírott lombját, arcod üdvöz rózsaszínjét, szemed acélát amit a lélek halk ezüstje ötvöz s tested, meleg méhkasát vágyaimnak orvosság módra issza színvak szemem, amely minden világot mindig egy színnel sötétebbre látott. Oh jaj minden világ csak bellül ég s a testek csunyán elernyőzik, de a tied átlátszó, mint az ég melyen aki jól átnéz, ott az Isten! Igy látom én a szemeidben a lélek paradicsomát felhőknek és fényeknek otthonát. 1926. márc. vége - ápr. Összes művei, 1945. 
babits;Hajnali gondolat; Hova lettetek, régi tanítványok? Elszóródtatok, mint a magvak pelyhe. Vitt az apa-vész, s a fiók-viharkák. * Hosszú éjszakán nem aludtam semmit. Itt a reggel már, s ti juttok eszembe. Szól a kis harang, szól a pásztor tülke, s én elgondolom: ha lelkem harangját megkondítanám: jertek templomomba! s tülköm hívna még: kövessetek engem! * Jöttek rossz szelek, elvitték a hangom: néma a harang, üres már a templom! S óh jaj, micsoda bolond pásztor voltam! Szegény tülkömet sziklához paskoltam. Tülköm megrepedt, ki fog már követni? 
babits;Hajnali szürkület; Ez csak az éjnek betegsége... Lesz-e   valaha reggelebb? Oly csöndes künn az utca, mint a messze   harcterek, csak tompán hallok egy-egy elviharzó   gépkocsit, mint távol ágyut, vagy mint hosszu jajszó   fütty visit a szomszéd pályaudvarról, homályos    harcijel, üzenet a ködben, amelyre válasz   nem felel. Az utca, óh az utca, néma, mint a   harcterek. Árad, árad, mindent elöntve, kint a   szürkület. 1939. ősz 
babits;Haláltánc; Ha a pusztán zug a tél és kopogva hull a dér, fázó farkas éhen ordít, a hideg fogat csikordít, köddel rémes a határ s száll a téli vad madár: mikor megfagy mind a vágy s meleg vacok édes ágy s künn a köd fehér tejébe aranytojást ver a hold: akkor ébred régi rémem, mint a sírból kel a holt. Lepedősen és fehéren. -- Jöjj csak, régi, régi holt, úgyse félek tőled, vesd le lepedődet! -- Úgyis lelkem puszta táj, hol jó lélek egy se jár, -- nem, még a madár se jár. Úgyis szívem temető, lidércfénnyel fényes, ahol még a fű se nő s hantja kénnel kénes. Úgyis lelkem puszta táj, hol jó lélek egy se jár, élve trónol a halál, jöjj csak, jöjj el, rossz madár, vesd le lepedődet, vesd le bőröd, husodat, hadd szorítom csontodat, meztelen csípődet! Jár a tánc és zörg a csont: így se félek tőled: jöjj, öleld meg, régi csont, régi szeretődet. Fagy ölelget, csont a lánc: borzalomban, kéjjel -- jár a csont és zörg a tánc -- hadd fürödjünk éjjel. Honnan tudom, hogy te jössz? megtelefonáltad. Lelkemen át utadat régen megcsináltad. Felriasztott éjeken telefonod hangja: balfülemben élesen csendült rémharangja: Halló! Halál! jöjj csak, jöjj el, régi csont, úgyse félek tőled, jöjj, öleld meg, régi csont, régi szeretődet: Vesd le lepedődet. -- 
babits;Halavány téli rajz; Milyen fehér csöndesség ez! Messze házunk télben ül. Gyere az ablakhoz, édes! Csókolj meg és nézz körül! Süt a nap, elállt a hó már, mégis pelyhek hullanak: puhán, halkan, pehelymód száll pillanat és pillanat. Gyere, édes, az ablakhoz, tekints szét az udvaron! Nézd, a friss, a lágy, a vaskos szőnyegen még semmi nyom! Csak a kis szolgáló lába rajzolódik halavány, s elvész, mint a Szaharába egy zarándok karaván. Szalma közt fagyottan áll a kert füzes mélyén a kut intve dermedt jégszakálla hogy az év, mint óra, fut. Jertek apró, jertek sűrű pillanatok pelyhei jobban mint e szalmagyűrű szívünk kútját védeni. Milyen furcsa füstünk árnya a túlsó tető haván: mintha távol emlék szállna rokon szívbe tétován. Ki gondolhat ránk e csöndben, míg körülvattáz a hó? Titkos lánc nyúl át a földön összekötve aki jó. 
